Date,USD
29/07/2024,83.7371
26/07/2024,83.7272
25/07/2024,83.7075
24/07/2024,83.7028
23/07/2024,83.6625
22/07/2024,83.6654
19/07/2024,83.6405
18/07/2024,83.6393
16/07/2024,83.5781
15/07/2024,83.5658
12/07/2024,83.5385
11/07/2024,83.5342
10/07/2024,83.4923
09/07/2024,83.4843
08/07/2024,83.4755
05/07/2024,83.5000
04/07/2024,83.5016
03/07/2024,83.5337
02/07/2024,83.5150
01/07/2024,83.4043
28/06/2024,83.4534
27/06/2024,83.4896
26/06/2024,83.5409
25/06/2024,83.4275
24/06/2024,83.5138
21/06/2024,83.5860
20/06/2024,83.5265
19/06/2024,83.4251
18/06/2024,83.4817
14/06/2024,83.5458
13/06/2024,83.5469
12/06/2024,83.5645
11/06/2024,83.5054
10/06/2024,83.4919
07/06/2024,83.4257
06/06/2024,83.4649
05/06/2024,83.3898
04/06/2024,83.5021
03/06/2024,83.0659
31/05/2024,83.2988
30/05/2024,83.4231
29/05/2024,83.3270
28/05/2024,83.1644
27/05/2024,83.0838
24/05/2024,83.1219
22/05/2024,83.2301
21/05/2024,83.3614
17/05/2024,83.4815
16/05/2024,83.5011
15/05/2024,83.5092
14/05/2024,83.5201
13/05/2024,83.5234
10/05/2024,83.4946
09/05/2024,83.4976
08/05/2024,83.5147
07/05/2024,83.5015
06/05/2024,83.4725
03/05/2024,83.3795
02/05/2024,83.4526
30/04/2024,83.5187
29/04/2024,83.4392
26/04/2024,83.3395
25/04/2024,83.3758
24/04/2024,83.2987
23/04/2024,83.3765
22/04/2024,83.4113
19/04/2024,83.5214
18/04/2024,83.5170
16/04/2024,83.4982
15/04/2024,83.4422
12/04/2024,83.3931
10/04/2024,83.2253
08/04/2024,83.3176
05/04/2024,83.4073
04/04/2024,83.4475
03/04/2024,83.4204
02/04/2024,83.3585
28/03/2024,83.3739
27/03/2024,83.3255
26/03/2024,83.3559
22/03/2024,83.3546
21/03/2024,83.1308
20/03/2024,83.1022
19/03/2024,82.9401
18/03/2024,82.9078
15/03/2024,82.8919
14/03/2024,82.8709
13/03/2024,82.9027
12/03/2024,82.7450
11/03/2024,82.6770
07/03/2024,82.7785
06/03/2024,82.9078
05/03/2024,82.9271
04/03/2024,82.8954
01/03/2024,82.8702
29/02/2024,82.9246
28/02/2024,82.9155
27/02/2024,82.8915
26/02/2024,82.8856
23/02/2024,82.8865
22/02/2024,82.9240
21/02/2024,82.8851
20/02/2024,82.9704
16/02/2024,83.0375
15/02/2024,83.0119
14/02/2024,83.0864
13/02/2024,83.0190
12/02/2024,82.9954
09/02/2024,82.9995
08/02/2024,82.9762
07/02/2024,82.9765
06/02/2024,83.0629
05/02/2024,83.0284
02/02/2024,82.8406
01/02/2024,82.9553
31/01/2024,83.0805
30/01/2024,83.1190
29/01/2024,83.1494
25/01/2024,83.1155
24/01/2024,83.1457
23/01/2024,83.1029
19/01/2024,83.1338
18/01/2024,83.1243
17/01/2024,83.1310
16/01/2024,82.9774
15/01/2024,82.8530
12/01/2024,82.9881
11/01/2024,82.9415
10/01/2024,83.1548
09/01/2024,83.1289
08/01/2024,83.0687
05/01/2024,83.1760
04/01/2024,83.3002
03/01/2024,83.3242
02/01/2024,83.3282
01/01/2024,83.1975
29/12/2023,83.1164
28/12/2023,83.2254
27/12/2023,83.3226
26/12/2023,83.1703
22/12/2023,83.2493
21/12/2023,83.2729
20/12/2023,83.1523
19/12/2023,83.1790
18/12/2023,83.0173
15/12/2023,83.1802
14/12/2023,83.3500
13/12/2023,83.3950
12/12/2023,83.3800
11/12/2023,83.3872
08/12/2023,83.3681
07/12/2023,83.3650
06/12/2023,83.3544
05/12/2023,83.3931
04/12/2023,83.3357
01/12/2023,83.3602
30/11/2023,83.3500
29/11/2023,83.3191
28/11/2023,83.3926
24/11/2023,83.3675
23/11/2023,83.3571
22/11/2023,83.3375
21/11/2023,83.3466
20/11/2023,83.3309
17/11/2023,83.2646
16/11/2023,83.2388
15/11/2023,83.1272
13/11/2023,83.3248
10/11/2023,83.3530
09/11/2023,83.2808
08/11/2023,83.2691
07/11/2023,83.2650
06/11/2023,83.2213
03/11/2023,83.2669
02/11/2023,83.2630
01/11/2023,83.2843
31/10/2023,83.2692
30/10/2023,83.2676
27/10/2023,83.2518
26/10/2023,83.2439
25/10/2023,83.1518
23/10/2023,83.1663
20/10/2023,83.1982
19/10/2023,83.2746
18/10/2023,83.2571
17/10/2023,83.2555
16/10/2023,83.2632
13/10/2023,83.2574
12/10/2023,83.1834
11/10/2023,83.2368
10/10/2023,83.2556
09/10/2023,83.2542
06/10/2023,83.2388
05/10/2023,83.2413
04/10/2023,83.2588
03/10/2023,83.1812
29/09/2023,83.0580
28/09/2023,83.1591
27/09/2023,83.2188
26/09/2023,83.2328
25/09/2023,83.0968
22/09/2023,82.9477
21/09/2023,83.1511
20/09/2023,83.2553
18/09/2023,83.2102
15/09/2023,83.0557
14/09/2023,82.9760
13/09/2023,82.9527
12/09/2023,82.9760
11/09/2023,82.8809
08/09/2023,83.1589
07/09/2023,83.1829
06/09/2023,83.0902
05/09/2023,82.9440
04/09/2023,82.7373
01/09/2023,82.6648
31/08/2023,82.6784
30/08/2023,82.7698
29/08/2023,82.6498
28/08/2023,82.6126
25/08/2023,82.6523
24/08/2023,82.5517
23/08/2023,82.9218
